"query","superkingdom","kingdom","subkingdom","phylum","class","subclass","order","suborder","family","subfamily","tribe","genus","species.group","species","subspecies","varietas"
"Taxa00298","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Cladosporiaceae","","","","","","",""
"Taxa00299","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Bulleraceae","","","Genolevuria","","","",""
"Taxa00300","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00301","Eukaryota","Fungi","Dikarya","Ascomycota","Saccharomycetes","","Saccharomycetales","","","","","","","","",""
"Taxa00302","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","","","","","","","","","",""
"Taxa00303","","","","","","","","","","","","","","","",""
"Taxa00304","Eukaryota","Fungi","","Chytridiomycota","Chytridiomycetes","","Rhizophydiales","","","","","","","","",""
"Taxa00305","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Vialaeaceae","","","Vialaea","","Vialaea insculpta","",""
"Taxa00306","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa00307","","","","","","","","","","","","","","","",""
"Taxa00308","","","","","","","","","","","","","","","",""
"Taxa00309","","","","","","","","","","","","","","","",""
"Taxa00310","","","","","","","","","","","","","","","",""
"Taxa00311","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","Sporidiobolales","","Sporidiobolaceae","","","","","","",""
"Taxa00312","Eukaryota","Fungi","Dikarya","Basidiomycota","","","","","","","","","","","",""
"Taxa00313","","","","","","","","","","","","","","","",""
"Taxa00314","Eukaryota","Fungi","","Chytridiomycota","Chytridiomycetes","","Rhizophydiales","","","","","","","","",""
"Taxa00315","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa00316","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Cystofilobasidiales","","Mrakiaceae","","","Udeniomyces","","Udeniomyces pyricola","",""
"Taxa00317","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00318","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00319","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco02","",""
"Taxa00320","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","","","","","","","",""
"Taxa00321","Eukaryota","Fungi","Dikarya","Ascomycota","Eurotiomycetes","Eurotiomycetidae","Eurotiales","","","","","","","","",""
"Taxa00322","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00323","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","","","","",""
"Taxa00324","","","","","","","","","","","","","","","",""
"Taxa00325","","","","","","","","","","","","","","","",""
"Taxa00326","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","","",""
"Taxa00327","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00328","","","","","","","","","","","","","","","",""
"Taxa00329","Eukaryota","","","","","","","","","","","","","","",""
"Taxa00330","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco04","",""
"Taxa00331","Eukaryota","Fungi","","Chytridiomycota","Chytridiomycetes","","Rhizophydiales","","","","","","","","",""
"Taxa00332","","","","","","","","","","","","","","","",""
"Taxa00333","","","","","","","","","","","","","","","",""
"Taxa00334","Eukaryota","","","","","","","","","","","","","","",""
"Taxa00335","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","","","","",""
"Taxa00336","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Stereaceae","","","Amylostereum","","","",""
"Taxa00337","","","","","","","","","","","","","","","",""
"Taxa00338","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa00339","","","","","","","","","","","","","","","",""
"Taxa00340","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00341","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00342","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00343","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00344","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco02","",""
"Taxa00345","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Teratosphaeriaceae","","","Neocatenulostroma","","","",""
"Taxa00346","","","","","","","","","","","","","","","",""
"Taxa00347","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa00348","","","","","","","","","","","","","","","",""
"Taxa00349","Eukaryota","Fungi","Dikarya","Ascomycota","Taphrinomycetes","","Taphrinales","","Taphrinaceae","","","Taphrina","","","",""
"Taxa00350","","","","","","","","","","","","","","","",""
"Taxa00351","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco02","",""
"Taxa00352","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco04","",""
"Taxa00353","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco04","",""
"Taxa00354","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00355","","","","","","","","","","","","","","","",""
"Taxa00356","Eukaryota","Fungi","Dikarya","Basidiomycota","Microbotryomycetes","","Sporidiobolales","","Sporidiobolaceae","","","Sporobolomyces","","","",""
"Taxa00357","","","","","","","","","","","","","","","",""
"Taxa00358","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00359","Eukaryota","","","","Oomycetes","","Saprolegniales","","Saprolegniaceae","","","Achlya","","","",""
"Taxa00360","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00361","","","","","","","","","","","","","","","",""
"Taxa00362","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Hypocreomycetidae","Hypocreales","","Nectriaceae","","","Fusarium","","","",""
"Taxa00363","","","","","","","","","","","","","","","",""
"Taxa00364","","","","","","","","","","","","","","","",""
"Taxa00365","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00366","Eukaryota","Fungi","Dikarya","Ascomycota","Sordariomycetes","Xylariomycetidae","Xylariales","","Diatrypaceae","","","Eutypella","","","",""
"Taxa00367","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00368","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco04","",""
"Taxa00369","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00370","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Phaeosphaeriaceae","","","Phaeosphaeria","","","",""
"Taxa00371","Eukaryota","Fungi","","Chytridiomycota","Chytridiomycetes","","Rhizophydiales","","","","","","","","",""
"Taxa00372","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","","","","","","","",""
"Taxa00373","","","","","","","","","","","","","","","",""
"Taxa00374","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Naemateliaceae","","","Dimennazyma","","Dimennazyma cisti-albidi","",""
"Taxa00375","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","","",""
"Taxa00376","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco03","",""
"Taxa00377","","","","","","","","","","","","","","","",""
"Taxa00378","","","","","","","","","","","","","","","",""
"Taxa00379","Eukaryota","Fungi","Dikarya","","","","","","","","","","","","",""
"Taxa00380","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricostilbomycetes","","Agaricostilbales","","Kondoaceae","","","Kondoa","","Kondoa miscanthi","",""
"Taxa00381","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00382","Eukaryota","Fungi","","","","","","","","","","","","","",""
"Taxa00383","Eukaryota","Fungi","Dikarya","Basidiomycota","Ustilaginomycetes","","Ustilaginales","","Ustilaginaceae","","","","","","",""
"Taxa00384","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00385","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00386","","","","","","","","","","","","","","","",""
"Taxa00387","","","","","","","","","","","","","","","",""
"Taxa00388","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Russulales","","Peniophoraceae","","","Peniophora","","","",""
"Taxa00389","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","Tubulicrinaceae","","","Tubulicrinis","","","",""
"Taxa00390","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Rhynchogastremataceae","","","Papiliotrema","","","",""
"Taxa00391","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00392","","","","","","","","","","","","","","","",""
"Taxa00393","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Didymellaceae","","","","","","",""
"Taxa00394","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Phaeosphaeriaceae","","","Phaeosphaeria","","","",""
"Taxa00395","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00396","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco03","",""
"Taxa00397","","","","","","","","","","","","","","","",""
"Taxa00398","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco04","",""
"Taxa00399","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco04","",""
"Taxa00400","","","","","","","","","","","","","","","",""
"Taxa00401","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco04","",""
"Taxa00402","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Bulleraceae","","","Bullera","","Bullera alba","",""
"Taxa00403","","","","","","","","","","","","","","","",""
"Taxa00404","","","","","","","","","","","","","","","",""
"Taxa00405","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00406","Eukaryota","Fungi","","","","","","","","","","","","","",""
"Taxa00407","","","","","","","","","","","","","","","",""
"Taxa00408","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00409","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00410","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","","","","","","","","","",""
"Taxa00411","","","","","","","","","","","","","","","",""
"Taxa00412","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00413","Eukaryota","Fungi","Dikarya","Ascomycota","","","","","","","","","","","",""
"Taxa00414","","","","","","","","","","","","","","","",""
"Taxa00415","","","","","","","","","","","","","","","",""
"Taxa00416","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","Ramularia","","STD_ITSasco01","",""
"Taxa00417","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","Mycosphaerellaceae","","","","","STD_ITSasco02","",""
"Taxa00418","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco04","",""
"Taxa00419","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco03","",""
"Taxa00420","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Auriculariales","","","","","","","","",""
"Taxa00421","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00422","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00423","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Bulleribasidiaceae","","","Dioszegia","","Dioszegia changbaiensis","",""
"Taxa00424","Eukaryota","Fungi","Dikarya","Basidiomycota","Agaricomycetes","","Hymenochaetales","","","","","Resinicium","","Resinicium friabile","",""
"Taxa00425","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Phaeosphaeriaceae","","","Phaeosphaeriopsis","","","",""
"Taxa00426","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","Tremellales","","Bulleraceae","","","Genolevuria","","","",""
"Taxa00427","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00428","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Dothideales","","","","","","","","",""
"Taxa00429","","","","","","","","","","","","","","","",""
"Taxa00430","","","","","","","","","","","","","","","",""
"Taxa00431","Eukaryota","Fungi","Dikarya","Basidiomycota","Tremellomycetes","","","","","","","","","","",""
"Taxa00432","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00433","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Dothideomycetidae","Capnodiales","","","","","","","STD_ITSasco05","",""
"Taxa00434","Eukaryota","Fungi","Dikarya","Basidiomycota","Cystobasidiomycetes","","Erythrobasidiales","","Erythrobasidiaceae","","","Erythrobasidium","","","",""
"Taxa00435","Eukaryota","Fungi","Dikarya","Ascomycota","Dothideomycetes","Pleosporomycetidae","Pleosporales","Pleosporineae","Pleosporaceae","","","","","","",""
